0.00000000000000000E0	-6.69957604242673455E-1
2.00000000000000000E-5	9.87862876474492246E-1
4.00000000000000000E-5	9.88960957625422310E-1
6.00000000000000000E-5	9.89384296495834548E-1
8.00000000000000000E-5	9.89632878625035950E-1
1.00000000000000000E-4	9.89809452810725787E-1
1.19999999999999996E-4	9.89948802230190594E-1
1.40000000000000013E-4	9.90065988743386072E-1
1.60000000000000009E-4	9.90168588316132237E-1
1.80000000000000027E-4	9.90260809557876343E-1
2.00000000000000000E-4	9.90345150835875643E-1
2.20000000000000018E-4	9.90423153130784506E-1
2.39999999999999991E-4	9.90495770730547953E-1
2.60000000000000009E-4	9.90563560137371368E-1
2.80000000000000027E-4	9.90626770555683045E-1
3.00000000000000000E-4	9.90685369710829278E-1
3.20000000000000018E-4	9.90739011846693884E-1
3.40000000000000036E-4	9.90786931183130548E-1
3.60000000000000053E-4	9.90827707182197059E-1
3.80000000000000071E-4	9.90858764426209682E-1
4.00000000000000000E-4	9.90875239161223575E-1
4.20000000000000107E-4	9.90867087903357735E-1
4.40000000000000036E-4	9.90810233416408792E-1
4.59999999999999964E-4	9.90630143015632036E-1
4.79999999999999982E-4	9.89933264480492525E-1
5.00000000000000000E-4	6.25812662496602812E-1
5.20000000000000018E-4	-9.98834351871681392E-1
5.40000000000000036E-4	-9.99434903301437139E-1
5.60000000000000053E-4	-9.99629211341239987E-1
5.79999999999999982E-4	-9.99721399042089409E-1
6.00000000000000000E-4	-9.99772757739760465E-1
6.20000000000000018E-4	-9.99803606772765008E-1
6.40000000000000036E-4	-9.99822551124630543E-1
6.60000000000000053E-4	-9.99833801959050739E-1
6.80000000000000071E-4	-9.99839607751713544E-1
7.00000000000000089E-4	-9.99841217634345725E-1
7.20000000000000107E-4	-9.99839309176947033E-1
7.40000000000000124E-4	-9.99834189337436463E-1
7.60000000000000142E-4	-9.99825884495182216E-1
7.80000000000000160E-4	-9.99814164762067570E-1
8.00000000000000000E-4	-9.99798515872821802E-1
8.20000000000000107E-4	-9.99778050816459185E-1
8.40000000000000213E-4	-9.99751328196056654E-1
8.59999999999999787E-4	-9.99715996851404221E-1
8.80000000000000071E-4	-9.99668073408035340E-1
9.00000000000000178E-4	-9.99600347341683815E-1
9.19999999999999929E-4	-9.99498397941003702E-1
9.39999999999999858E-4	-9.99328672960231579E-1
9.59999999999999964E-4	-9.98990873996481099E-1
9.80000000000000249E-4	-9.97983130185913936E-1
1.00000000000000000E-3	-6.69957604242620963E-1
1.02000000000000002E-3	9.87862876474482299E-1
1.04000000000000004E-3	9.88960957625426040E-1
1.06000000000000005E-3	9.89384296495829574E-1
1.08000000000000007E-3	9.89632878625020673E-1
1.10000000000000009E-3	9.89809452810728096E-1
1.12000000000000011E-3	9.89948802230188818E-1
1.14000000000000012E-3	9.90065988743391223E-1
1.15999999999999992E-3	9.90168588316137033E-1
1.18000000000000016E-3	9.90260809557887178E-1
1.19999999999999996E-3	9.90345150835878663E-1
1.22000000000000020E-3	9.90423153130785394E-1
1.23999999999999999E-3	9.90495770730553993E-1
1.26000000000000001E-3	9.90563560137369947E-1
1.28000000000000003E-3	9.90626770555679137E-1
1.30000000000000004E-3	9.90685369710834607E-1
1.32000000000000006E-3	9.90739011846690687E-1
1.34000000000000008E-3	9.90786931183133035E-1
1.36000000000000010E-3	9.90827707182205941E-1
1.38000000000000012E-3	9.90858764426212524E-1
1.40000000000000013E-3	9.90875239161229970E-1
1.42000000000000015E-3	9.90867087903371591E-1
1.44000000000000017E-3	9.90810233416416963E-1
1.46000000000000019E-3	9.90630143015635767E-1
1.48000000000000020E-3	9.89933264480487551E-1
1.50000000000000000E-3	6.25812662496551297E-1
1.52000000000000024E-3	-9.98834351871670378E-1
1.54000000000000004E-3	-9.99434903301440158E-1
1.56000000000000028E-3	-9.99629211341240520E-1
1.58000000000000029E-3	-9.99721399042076619E-1
1.60000000000000009E-3	-9.99772757739758688E-1
1.62000000000000033E-3	-9.99803606772762166E-1
1.64000000000000012E-3	-9.99822551124635339E-1
1.66000000000000036E-3	-9.99833801959053226E-1
1.68000000000000038E-3	-9.99839607751724380E-1
1.70000000000000018E-3	-9.99841217634346080E-1
1.71999999999999975E-3	-9.99839309176948809E-1
1.74000000000000021E-3	-9.99834189337437884E-1
1.76000000000000023E-3	-9.99825884495182571E-1
1.77999999999999980E-3	-9.99814164762063129E-1
1.80000000000000027E-3	-9.99798515872827309E-1
1.81999999999999984E-3	-9.99778050816454567E-1
1.83999999999999986E-3	-9.99751328196058608E-1
1.86000000000000032E-3	-9.99715996851410083E-1
1.87999999999999989E-3	-9.99668073408037472E-1
1.90000000000000036E-3	-9.99600347341689499E-1
1.91999999999999993E-3	-9.99498397941018624E-1
1.93999999999999995E-3	-9.99328672960238507E-1
1.96000000000000041E-3	-9.98990873996487139E-1
1.97999999999999976E-3	-9.97983130185908252E-1
2.00000000000000000E-3	-6.69957604242566163E-1


