0.00000000000000000E0	0.00000000000000000E0
5.00000000000000355E-11	6.00958644841622203E-26
1.00000000000000067E-10	1.86984087638731911E-25
1.67499850326351951E-10	5.77393639652681756E-25
2.16130978266477136E-10	1.07729398722458791E-24
3.10128930943365955E-10	2.82704609047250033E-24
4.66045746722207888E-10	9.07115727186407739E-24
8.84889924620647683E-10	6.28184543932099348E-23
1.00000000000000000E-9	8.88311923820251081E-23
1.03453302261380586E-9	9.79638957905933871E-23
1.13347828444641774E-9	1.26986612102163177E-22
1.26265940103124552E-9	1.72111513291294016E-22
1.65020275078572798E-9	3.59640541804560954E-22
2.81283280004917646E-9	1.80289487827278383E-21
6.02323928319755275E-9	1.29195912556211456E-20
1.06235489043219089E-8	4.98444584911642696E-20
1.75914875761590683E-8	1.87512296142627855E-19
2.65744410775583750E-8	6.42337764240155007E-19
3.81029568803396268E-8	2.34553482577607397E-18
5.20471168170806830E-8	7.57464948507707181E-18
7.80766118035110512E-8	7.82251503579051821E-17
1.22431166813393721E-7	3.36088225439750055E-15
1.59149284967591154E-7	4.06776081856584959E-14
1.86128752123956187E-7	1.97366092048309882E-13
2.09485321545414527E-7	7.34638320051771654E-13
2.31032637815250297E-7	2.39056044210441732E-12
2.59054542534109045E-7	1.11237545571287311E-11
2.76610632553698288E-7	2.60422588254366749E-11
2.90169141914726314E-7	4.85339161953974596E-11
3.00471210643531528E-7	7.69426810288538476E-11
3.09886663230848924E-7	1.16772694765334051E-10
3.18817113655025564E-7	1.72998374269540633E-10
3.27638369917024885E-7	2.54271846392610357E-10
3.36520775342706369E-7	3.73194889410803077E-10
3.45524443221409117E-7	5.47766232169659784E-10
3.54693551241365146E-7	8.04712862845837584E-10
3.64047864091513018E-7	1.18312738953732355E-9
3.73603717093797538E-7	1.74065892326479466E-9
3.83375037622413117E-7	2.56230218544430066E-9
3.93374930414160895E-7	3.77342518506776692E-9
4.03616734734531946E-7	5.55906960618709256E-9
4.14114133884592750E-7	8.19241246528204847E-9
4.24881515559327028E-7	1.20769048500030451E-8
4.35934193856754693E-7	1.78086148355539353E-8
4.47288673753503474E-7	2.62685514588162849E-8
4.58962962342705083E-7	3.87594890904122247E-8
4.70976950789015358E-7	5.72089199564937534E-8
4.83352920943939957E-7	8.44704505579329457E-8
4.96116241532664581E-7	1.24772062328393307E-7
5.09296361254656471E-7	1.84384147434590884E-7
5.22928265560636163E-7	2.72617843828130368E-7
5.37054665543237952E-7	4.03322867079664604E-7
5.51729361545401709E-7	5.97147640113878175E-7
5.67022533250550076E-7	8.84978805632647791E-7
5.83029284403077241E-7	1.31324373885772006E-6
5.99883912601257308E-7	1.95225159290801620E-6
6.17784824374972974E-7	2.90974186718492556E-6
6.37040829807292219E-7	4.35462692862515244E-6
6.58124381828803173E-7	6.55445839050978840E-6
6.82039842222358494E-7	9.98540952722153996E-6
7.10705514985227538E-7	1.55566076040976897E-5
7.50100148055050742E-7	2.57568071329407378E-5
8.36828371392273773E-7	5.54083274527469349E-5
8.90518273420499895E-7	7.67313764415754562E-5
9.55476554249535859E-7	1.03572299086247122E-4
1.03109441795010670E-6	1.35142681814822452E-4
1.14068679932580763E-6	1.80866940919104269E-4
1.33563157369727903E-6	2.61989361307565360E-4
1.92046589681169277E-6	5.04914333339726351E-4
2.88684595235932040E-6	9.05613790293985232E-4
5.27525462035966086E-6	1.89231277825367106E-3
1.24404806243606814E-5	4.82150020411138325E-3
3.39361586363637402E-5	1.31464562197870194E-2
4.50066814838218221E-5	1.73326123480034244E-2
6.57873705825688493E-5	2.48506472106792975E-2
8.41929291492547982E-5	3.12545300601794285E-2
1.09074683651015825E-4	3.94725045384279749E-2
1.35105861955087514E-4	4.76184017925925218E-2
1.66378709755973109E-4	5.67987804742678115E-2
2.00674048163769125E-4	6.61941700836533009E-2
2.40042936402576013E-4	7.64384083610019971E-2
3.12136481354817086E-4	9.33817327183330548E-2
3.63949314068568430E-4	1.03667232915698770E-1
4.13578192069729855E-4	1.12660462518540694E-1
4.81574051534495684E-4	1.23587792175599143E-1
5.00001000000000051E-4	1.26452006219062718E-1
5.00001050000000014E-4	1.26452013988928069E-1
5.00001199999999990E-4	1.26452037271427997E-1
5.00001650000000186E-4	1.26452105034420414E-1
5.00002000000000102E-4	1.26452156620973710E-1
5.00002105000000086E-4	1.26452171790260892E-1
5.00002419999999947E-4	1.26452216495788861E-1
5.00003364999999622E-4	1.26452336980479796E-1
5.00006199999998913E-4	1.26452647935391371E-1
5.00014704999996518E-4	1.26453004524853796E-1
5.00038997586117517E-4	1.26453435356756572E-1
5.00066798606317597E-4	1.26453504601594569E-1
5.00150201666917660E-4	1.26453292399450090E-1
5.00256790416708874E-4	1.26452763215315267E-1
5.00380263675062764E-4	1.26452041099204293E-1
5.00505167821483532E-4	1.26451271203795979E-1
5.00627612622711293E-4	1.26450503475084997E-1
5.00746776375704172E-4	1.26449752129707993E-1
5.00863279870797484E-4	1.26449016208871212E-1
5.00978326655597961E-4	1.26448289052586427E-1
5.01092808771819254E-4	1.26447565323880839E-1
